25 cent piece	binting
shake bottle	agkulog
shake flies off	agabug
shake	gungganen
shake	gungun
shake hands	agkamay
shake off	agwarsi
shaky	magunggon
shallow	ababaw
shallow	narabaw
shallowness	kinarabaw
shallowness	ti kinaababaw
shall	to (suppix)
shame	bain
shameless	awanan iti bain
shame	pakaibabainan
shape	sukong
shape	sukog
shape	tabas
share	bingay
share	bingayen
shareholder	kabingay
share	iawat
shark	yo'
sharpen	agasa
sharpening stone	pagasaan
sharpen	patademen
sharpen	yasa
sharp	matalim
sharp	natadem
sharp	natirad
shave	agkiskis
shave	kuskosan
shave	ormot nga nakalbwuan
shaving	pagputedan
sheath	kaluban
sheath	kaluban
shed	linong
shed	linongan
sheep	karnero
sheepish	takrut
sheep	karnero
sheet	maysa a paset
She is a beautiful girl	Napintas ti balasang
she	isu(babai)
shelf	paset ti aparador
shell	bala ti kanion
shell	balay kas ti leddeg
shell	bombaen
shell	kalub
shell corn	aggadgad
shell corn	agpusi
shell corn	mapusi
shell	paltugan
shell	ukis
shell	ukisan
shell	sbtiy
shelter	aglinong
shelter	linong
shepherd	agayaywan kadahiti karnero
shepherd	pastor
sheriff	pangulo dahiti polis
shield	kalasag
shield	saripda
shift	panangisukat
shift	panangyalis
shift	suktan
shift	yalis
shine	aglawag
shine	agraniag
shine	rimat
shiny	naraniag
shiny	naranyag
shiny	nasileng
ship	ipaw-it
ship	ited
shipper	ipaw-it
shipper	ited
ship	sasakayan
ship	bapor
shirt	bado
shirt	kamisadentro
shirt	damit
shit	banog
shit	takki
shiver	agkintayeg
shiver	agtigariher
shiver	agtiherher
shock	pamakakelaat
shock	siddaaw
shoeless	awanan sapatos
shoe	sapato
shoes	sapatos
shoe	sapatos
shoot	paltugan
shoot	rabong
shoot	tubo
shoot with rubber band	agpaltik
shop	gumatang
shop	pagaramidan
shop	paglakuan
shore	ihid ti baybay
short	ababa
shortage	kakurangan
shortage	panagkurang
short	pandek
short	puted
shorty	pandek
should	koma
shoulder	abaga
shoulder	ibaklay
should	rumbeng
shout	ahikkis
shout	agpukkaw
shout	ipukkaw
shout	pukkaw
shout	pukkaw
shove	iduron
shovel	dalusan
shovel	pala
shovel	palaen
showdown	panaglinnawag
showdown	panagsinnuot
shower	arbis
shower	arimukamok
shower	babalasang
shower	maliligo
show	ipabuya
show	mangipakita
show	pabuya
showy	naparammag
shrew	bao
shrewd	masirib
shrew	sangio
shriek	agpukkaw
shriek	agtiherher
shriek	pukkaw
shrill	natinggaw
shrimp	pasayan
shrimp	udang
shrub	bassit a kaykayo
shuffle	paglalaoken
shuffle	suksuken
shun	kagura
shun	lisian
shut	irikep
shut	isera
shut	nakarikep
shut	nakasera
shut	seraan
shut	shut up
shy	agbain
shy	managbain
shy	nakakahiya
shyness	kinamanagbain
sibling	kabahis
sibling	kabsat
siccessful	nagbalihi
sick	agsakit
sickle	sikle
sickly	masaksakit
sick	masakit
sickness	sagubanit
sickness	sakit
side	abay
side	ayonan
side	kaduaen
side	kanunongan
side	ihid
side of the	bakrang
side	sibay
side	sikigan
sidewalk	pagnaan
sidewise	agbangir
sigh	agsennaay
sigh	sennaay
sight	imatangan
sight	kita
sight	kitaen
sight	panagkita
sight	sirihen
signal	ipakaamo
signal	senial
signal	seniasan
signal	tanda
sign	pirma
sign	pirmaan
sign	marka
sign	patalhedan
sign	tanda
silence	pagulimeken
silence	ulimek
silently	siulimek
silent	naulimek
silk	seda
silky	nalamuyot
sillyness	kinamaag
silver	pirak
silver	pirak
silvery	napudaw
silvery	naraniag
silvery	puraw
similar	agkaingas
similar	agpadpada
similar	kaingingas
similar	kasla
similarly	kasta met
similarly	umasping
simmer	pabur
simple	nanumo
simplicity	kinanumo
sin	basol
since	nanipud
sincerely yours	toy sipupudno
sincere	napasnek
sincere	napudno
sing	agkansion
sing	agkanta
sing	awitin
sing	kanta
sing	dsr6xs
singer	kumakanta
singular	maysa
sing	umawit
sink	lababo
sip	sisipen
sir	apo
sire	ama
sister	kabsat a babai
sister	kabsat
sit	agtugaw
site	disso
site	pahipatakderan
sitting	agtugtugaw
situated	maipasdek
situated	naidisso
situation	kasasaad
sit	umupo
six	animera
six	innem
six	seis
sixteen	sangapulo ket innem
sixth	maikanem
sixty	inem a pulo
sixty	innem a pulo
sizeable	dakkel
size	kadakkel
skate	agayayam iti skate
skate	skate
skeleton	rurog
skill	ammo
skilled	nalaing
skillet	kawali
skillful	nalaing
skillful	nalaing nga agaramid
skill	kinalaing
skill	sirib
skim	apagbiit a tamingen
skin	kudil
skin	kamanaw
skin	kudil
skin	maabungan
skinny	nakuttong
skin	ukis
skip	baktawan
skip	laktawan
skirt	pandiling
skirt	saya
skull	bangabanga
sky	kalangitan
sky	langit
skyrocket	ngumato
skyrocket	tumayab
slant	iray
slap	panalpiitek
slave	adipen
slave	tagabo
slayer	agpapatay
slay	patayen
sled	pasagad
sleep	Ahinturturog-na
sleep	Ahinturturog-na.
sleepiness	pannakaturturog
sleep	maturog
sleep	maturong
sleep	pannaturog
sleep	turog
sleepy	makaturog
sleepy	makapatuok
sleeveless	awanan iti manggas
sleeveless sweater	tsleko
sleeve	manggas
slender	nakuttong
slender	narapis
slice	galip
slice	galipen
slice	hiwain
slice	iwa
slice	iwaen
slide	igalis
slide	yasa
slight	apagapaman
slight	bassit
slight	ibassit
slight	konti lang
slip	maigalis
slipper	tinelas
slippers	stsinela
slippery	maigalis
slippery	nagalis
slip	pirhis
slope	bakras
sloping	agundayas
slow	bayag
Slow by slow	Saga bassit
slowly	siinayad
slow	nabuntog
slow	nahinad
slow	nainayad
slow	nainnayad
slowness	kinabuntog
slumber	maturog
slumber	turog
slut	balangkantis
slut	garampingat
sly	dakes
slyly	sidadakes
sly	makapadakes
small	bassit
small	bass it
small	battit
small biting fly	sepsep
smallest	kabassiten
smallness	kinabassit
smallpox	burtong
smegma	kaper
smell	agangot
smell	amuyin
smell	angot
smell	anguten
smell	ayamuom
smell	naangdod
smelly	naangut
smelly	nabangsit
smile	ahisem
smile	isem
smile	umsem
smiling	umisisem
smith	mammanday
smoke	aso
smoke	asuk
smoke	paasukan
smoke	usok
smoothly	napatad
smoothly	silalamuyot
smooth	makinis
smooth	nalamuyot
smooth	nalinis
smoothness	kinalamuyot
smooth skin	nalabudoy
snack	palutan
snail	biroroko
snail	birurukong
snail	bisukol
snail	suso
snake	bartin
snake skin	lupus
snake skin (shed)	lupus
snake	uleg
snap	alisen
snap	napugsat
snapped	natokkol
snappy	naparagsit
snappy	napartak
snap	rittuok
snap	rittuoken
snarl	ngumernger
snarl	umingar
snatch	agawen
snatch	panangagaw
snatch	rabsuten
sneeze	agbaen
sneeze	baen
sniff	agsinglut
snore	agorok
snore	urok
snow	hielo
snow	niyebe
snowy	napno iti hielo
soap	sabon
soapy	nasabon
soar	agpangato
soaring	agpangpangato
soar	ngumato
sober	natanang
social	maipapan iti himong
social	mannakikadua
society	gimong
society	timpuyog
sock	danuhen
socks	medias
socks	medias ti lalaki
soften	paluknongen
softly	maalumamay
softly	nalag-an
softly	saan a napigsa
soft	nalukneng
soft	nalukneng
soft	nalumoy
so	gapuna
so	gapu ta
soil	daga
soiled	maruhitan
so	in order to
so	isu a
soldier	soldado
sole	dapan
sole	kinamaymaysa
solely	agmaymaysa
solemn	nakaay-ay-ay
solemn	nagaed
solemn	naladingit
sole	mukod suelas
solicit	agsapul
solicit	dumawat
solid	natangken
solid	sangabukel
solitary	agmaymaysa
soluble	mailaok
soluble	marunaw
solve	ipamuspusan
solve	lawlawahen
solve	palawahen
somebody	maysa a tao
some	mano
someone	maysa a tao
some	sumagmamano
something	maysa a banag
sometime	dadduma a kanito
somewhat	kasla
somewhere	maysa a disso
son	anak a lalaki
son	balong
song	kansion
song	kanta
song	kansyon
song	kanta
son-in-law	manugang a lalaki
soon	madamdama
soon	ton (suppix)
sore	naktang
sore	napanaas
sore	sugat
sorrowful	naladingit
sorrow	ladingit
sorry	naladingit
sorry	naliday
sorry	pakawan
so	tanu
soul	kararua
soulfully	iti kararua
soul	kararua
soul	karma
sound	arimekmek
sound	ipeksa
sound	nargaan
sound	natalhed
sound	pagtimken
sound	timek
sound	tingitingen
soup	digo
soup	sopas
sour	alsem
source	paggapuan
source	pangrugyan
source	puon
sour	naalsem
south	abagatan
southward	agpaabagatan
souvenir	pakalaglahipan
sovereign	agturay
sovereign	ari
sovereignty	panagturay
sow	agmula
sow	agpurwak
sow	babai a baboy
sow	itukit
space	kawaw
space	nagbaetan
spacious	nalawa
spade	pala
spank	bayot
spare	saan nga aramaten isalakan
sparingly	siinut
spark	andap
sparkle	babassit a rayray
sparkle	gilap
sparkling	agan-andap
sparkling	narayray
spark	rayray
spark	rissik
sparrow	kita ti bilet
speak	agasao
speak	agmamayo
speak	agsarita
speaker	man narita
speaker	pangulo ti asamblea
speak	ibaga
spear	gayang
spearhead	ulo ti espada
spear	sibatin
special	baro
special	manmano
special	naisangsangayan
specialty	paglaingan
species	klasse
spectacle	buyaen
spectacle	sarming ti mata
spectacular	nakaskasdaaw
speculation	pag-pagarup
speech	bitla
speech	diskurso
speechless	saan a makapagsarita
speed	kinapartak
speed maniac	ti managpardas unay
speed	partak
speedy	napartak
speedy	napartak
spell	enkanto
spelling	iti letra
spelling	panahibalikas
spend	agbusbos
spendthrift	nabarayuboy
sperm	kapsit
sperm	kisit
sperm	kisset
sperm	kissit
sphere	lubong
sphere	sakup
spherical	nagbukel
spice	paglaok
spice	rikado
spicy	naadat
spicy	nagasang
spicy	narikado
spider	ganggang
spider	lawwalawwa
spider	lawwa-lawwa
spider web	saput
spin	abel
spinach	alugbati
spin	agabel
spinning	agababel
spinning	urot
spirit	kararua
spirited	nagawan
spirited	nagpukaw
spirited	nayadayo
spirit	espiritu
spit	agtopra
spit	agtupra
spit	dumura
spite	panangsemsem
spit	itupra
splash	agsayo
splash with hands	agsabuag
spleen	apro
splendor	ngayed
splice	sangal
split	agsina
split	biyakin
split	magbiyak
sponsor	thanks po
spoof	nagkusit
spoon	kutyara
spot	lugar
spouse	asawa
spread	maiwaras
spring	ubbog
squash	karabasa
squeeze	pigas
squeeze	pisilin
squid	pusit
stab	bagsol
stab	manaksak
stab	saksakin
stale	daan
stamp	selo
stand	agtakder
standard	pagtuladan
standard	wagayway
stand	patakder
stand	takdir
stand	tumakder
stand	tumayo
star	bituen
star	bituin
starch	almidor
starchy	napalet
stare	parengen
star	immuna iti panagparang
starring	agpapaay a kalaingan
starring	umuna iti pabuya
starry-eyed	kasla agtagtagainep
starry-eyed	naragsak
start	iruhi
startle	kelaaten
startle	kigtoten
start	mangruhi
start	puon
start	ruhi
starve	agbisin
starve	pabisinan
starving	agbisin
state	isarita
stately	nadaeng
statement	keddeng
statement	sarita
state	saritaen
statesman	makaammo iti panangituray
stationary	nakaipasdek
stationary	saan nga agkuti
stationery	pagsuratan a papel
station	estasion
station	pagurayan
statue	bulto
statue	monumento
statuesque	nangato
statuesque	nasayaat
stay	agtaeng
stay	panagtaeng
steady	awanan iti garaw
steady	sitatakder
steak	kita ti naluto a karne ti baka
steal	agtakaw
steal	takawen
steal	takaw
stealthily	siannad a pannagna
steam	agalibungubong
steam	alibung-ubong
steam	alingasaw
steamer	kita ti sasakayan wenno bapor
steamship	bapor
steel	asero
steel	paslep
steely	landok
steely	nasikkel
steeple	kampanario
steeple	tore
steep	narangkis
steerage	panangiturong paset ti bapor nga asideg iti makina
steer	iturong
steer	turo a karnero
ste	petsa
stem	ungkay
stenographer	takigrapo
step	addang
step	agbaddek
step	papartaken
step	umaddang
sterile	awanan iti ruhit
sterile	lupes
sternly	sikukusilap
stern	naalidunget
stern	nakakusilap
stew	ihisa
stew	lutuen a mabayag
stick	bislak
stick	bislak
stick	kumpet
stick	palito
stick	sarukod
sticky	napigket
stiff	nasikkel
stiffness	kinasikkel
still	awanan iti kuti
still	naulimek
stillness	kinaulimek
stimulate milk supply	agtonged
sting	agsilud
sting	kagaten ti ayup a kas ti alumpipinig
stinginess	kinaimut
sting	naaphes
sting	sakit
stingy	nasakit
stink bug	dangaw
stir	agkuti
stir	kiburen
stir	paglaoken
stitch	daiten
stitches	daiten
stitches	sursiran
stitch	sursiran
stockings	medias ti babai
stock	pempen
stolen	linibas
stolen	tinakaw
stomach	boksit
stomach	buksit
stomach growl	aggaradugud
stomach	tian
stomach	tias
stone	bato
stone	batomol
stone	batuen
stonecutter	agburak wenno agsukog iti bato
stony	awanan garaw
stony	nabato
stool	pagtugawan
stool pegion	espia
stoop	agrukob
stooped	kubbo
stooped	nagrueob
stop	agsardeng
stop	pagsardengen
stop	panagsardeng
storage	pahidulinan
storage	pagummongan
store	agummong
store	idulia
store	paglakuan
storm	bahio
storm	bagyo
stormy	nabagyo
story	kadsaaran
story	sarita
stout	nalukmeg
stoutness	kinalukmeg
stove	dalikan
stove	pagapuyan
stove	pugon
stow	idulin
stow	ilemmeng
straight ahead	diretso
straight-forward	nabatad
straight	nalinteg
straight	tuwid
strain	bennaten
strain	gugoran
strain	pannakabennat
strain	pannakagugor
strait	nakipet a yan ti danum
strange	kabarbaro
strange	karkarna
strangely	kabarbaro
strange	nakaskasdaaw
stranger	ganggananaet
stranger	saan nga am-ammo
stranger	sangsangkaili
strap	ireppet
strap	pagtareppet
straw	arutang
strawberry	lumboy
straw	garami
straw	nahirikan
stray	agayas
strayed	simmiasi
stray	panagwayas
stray	sumiasi
stream	agayus
stream	ayus
stream	karayan
streaming	agay-ayus
street	kale
street	dalan
strengthen	papigsaen
strength	pigsa
stretch	ahinat
stretch	bennat
stretch	bennaten
stretch	kaatiddug
stretch	yatiddug
strict	istrikto
strictly	siinget
strict	nainget
stride	addang
stride	umad-addang
strife	panaglaban
strife	ranget
strike	aghuelga
strike	danungen
strike	matim-og
strike	tuparen
striking	nakaskasdaaw
string	kuerdas
string	sinulid
strip	ania man a banag nga atiddog ken akikid
strive	aggahet
strive	agreghet
stroke	amuyen
stroke	danog
stroke	garaw
strongly	apipigsa
strong	napigsa
strong	pigsa
struggle	dangadang
struggle	panagrigat
stubborn	nasukir
student	agad-adal
student	skwela
studies	dahiti adalen
studious	nagahet nga agadal
study	adal
study	adalen
study	agadal
study	pannakabalin
stuff	ipempen
stumble	maidaramudom
stumbling	agtulatid
stumbling	maidaramudom
stump	agbaniaga
stumped	nakelaat
stump	pungdol
stumpy	bassit ken napuskol
stupefied	naikuleng
stupidity	kinakuneng
stupid	mulengleng
stupid	muttaleng
stupid	nakuneng
stupid	tangek
sturdy	nalagda
style	mangipakita iti moda
style	moda
style	tabas
style	tabasen
style	wagas
stylish	nangayed
subdue	pagrukbaben
subdue	pasukuen
subject	adalan
subject	masakup
subject	paadalen
subject	pagrukbaben
subjugation	panangparukma
submission	panagrukbab
submissive	napakumbaba
submit	idatag
submit	itden
submit	ited
substance	anag
substance	linaon
substantial	adu
substantial	naraman
substitute	isukat
substitute	sukat
substitute	suktan
substitute	sulmit
substitute	suno
substitution	panahisukat
subtract	ikkatan
subtraction	panahikkat
subtraction	panangkissay
subtract	kissayan
subway	dalan ti tren iti uneg ti daga
success	balihi
suceed	agbalihi
such	kas ti
suck	agammol
suckling	subual
suckling	tahibi
suck	sipsipin
suck	sumipsip
suck	sumusop
suck	susopen
sudden	kelaat
suddenly	apagkanito
suffering	panagotired
suffering	panagsagaba
suffering	sagaba
suffer	itured
suffer	sagabaen
suffice	anayen
suffice	kaaduen
sufficient	umdas
sugar	agsukar
sugar cane	tagapulut
sugar cane	unas
sugar	tagapulot
suggestion	singasing
suggestion	wayat
suggest	isingasing
suitable	maibagay
suitable	mainugot
suit	ibagay
suit	ipagalad
suit	terno
sullen	naalidumhet
sullen	naalsem
sullen	nasipnget
sultriness	kinapudot
sultry	napudot
sum	dagup
summary	dagup
summary	summady
summer	kalgaw
sum	pagdagupen
sum	pagtitiponen
sun	araw
sunburn	aglapitog
sunday	Domingo
sun	init
sunlight	lawag ti init
sunlight	silnag ti init
sun	masisirap
sunny	nalawag
sunny	naragsak
sunrise	bannawag
sunset	ilelennek ti init
sunshine	lawag ti init
supeintendent	mangimaton
supeintendent	superintendente
superiority	kinangato
superior	nangato
superior	nangato ang klase
superior	nasayaat
superior	ngatuen
supervision	mangiturong
supervision	panangiturong
supervision	superbisor
sup	mangmalem
supper	kanen iti rabil wenno malem
supply	kasapulan
supply	ikkan
supply	taraon
support	pangtarabay
support	singit
support	taraknen
support	tulong
support	tulongan
suppose	ipagarup
suppose	ipapan
supremacy	kinangato
supremacy	panagturay
supreme	kangatuan iti saad
surely	sitatalhed
sure	natalhed
surface	rabaw
surgeon	doktor nga agoperar
surgery	adal ti panagoperar
surgical	maipapan ti panagoperar
surname	apelido
surprise	pagsiddaawen
surprise	siddaaw
surprising	nakaskasdaaw
surprising	nakaskasdaaw
surrender	irurukma
surrender	isusuko
surrender	ited
surrender	paikutan
surrender	sumuko
surroundings	ti aglawlaw
surroundings	ti aglikmot
surround	lawlawen
surround	likmuten
survey	panagsirpat
survey	panangrukod
survey	rukoden
survey	sirpaten
suspect	maipaparup
suspenders	tirante
sustain	kanunongan
sustain	tulongan
sustenance	abuloy
sustenance	tulong
swallow	agkanaldook
swallow	alimunen
swallow	gkanaldook
swallow	salapingaw
swallow	tilmon
swallow	tilmonen
swallow	tilmunen
swamp	alog
swamp	ubbog
swampy	kaalogan
swan	kannaway
swan song	maudi a kanta
swarm	agguummong
swarm	pangen
sway	bawingen
sway	dagsen
sway	garawen
sway	itulod
sway	pigsa
sway	tignay
swear	isapata
sweat	aglinget
sweat	agling-et
sweat	gayyem
sweat	ling-et
sweaty	nalingetan
sweep	agkaykay
sweep	agdalus
sweep	agsagad
sweep	kaykay
sweeping	naan-anay
sweep	phisy
sweeten	pasam-iten
sweetly	sisasam-it
sweet	nasamait
sweet	nasam it
sweet	nasam-it
sweetness	kinasam-it
sweets	sinam-it
swell	bumsog
swell	bussog
swell	mamaga
swell	padakkelen
swiftly	sipapartak
swift	napartak
swim	aglangoy
swim	languyin
swim	lumangoy
swing	danog
swing	ilili
swing	indayon
swing	itulod
switchman	mangimaton iti ramit a mangtengngel iti koriente ti elektrisidad
switch	ramit a pangtengngel iti koriente ti elektrisidad
sword	espada
symbolic	mangipamatmat
symbolic	nabagas
symbolize	ipamatmat
symbol	pahilasinan
symbol	tanda
sympathy	pannakipagrikna
synonym	kapadpada ti kaitarusan
synonym	katarus
synopsis	summady
syntax	panangurnos
syringe	bassit a tubo nga adda bombana
syringe	ringhila
systematic	nasayud
systematic	naurnos
system	pamuspusan
system	wagas
table	dalang
table	dulang
table	lamisaan
tablet	kuaderno
tablet	tableta
tack	lansa nga ababa
tactical	nasikap
tactics	sikap
tactics	taktika
tadpole	bayyek
tail	buntot
tail	ipus
tail	kibol
tailless	kibol
tailless	putot
tailor	agdadait
tailor	sastre
tail	putot
take	alaen
take	mangala
talent	kabaelan
talented	masireb
talent	sirib
talent	talugading
tale	sarita
talisman	anting-anting
talk	agsao
talkative	managsao
talkative	natagari
talk	sarita
tall	natayag
tall	nawasnang
tamarind	salamahi
tame	naamo
tan	kayumanghi
tank	tanke
tanner	agtabas iti lalat
tap fingers	agdalapeg
tap	pikpik
tap	pikpiken
tap	tugtohen
tar	alketran
tardiness	pannakaladaw
tardiness	pannakaudi
tardy	naladaw
tardy	naudi
taro	aba
task	aramid
task	trabaho
tasteless	awanan iti raman
taste	nahimas
taste	raman
taste	ramanan
tasty	naimas
tasty	naramn
tavern	pagdagusan
tax	buis
tax	pagbuisen
tay	daytay
tay	tayo
tea	tsa
teach	adalan
teach	agsuro
teacher	agsursuro
teacher	maestro
teacher	maistra
teacher	mangisuro
teacher	mangisursuro
teaching	panangisuro
teaching	pannursuro
teaching	suro
teach	isuro
team	sangkakuyog
team	timpuyog
teapot	kapateria
tearful	managlua
tear	lulua
tear	pihis
tear	pihisen
tears	lua
tease	angaw
tease	angawen
tease	rabak
tease	rabaken
tea	tsa
tedious	makakatang
teeth	ngipen
teeth to be loose	agwaliwali
telephone	pagayaban
telephone	telepono
tell	baga
tell	bagam
tell	bagbagam
teller	ahipalawag
teller	empleado ti banko
tell	ibaga
telling	ibagbagak
tell	isalaysay
tell	palawahen
tell	saritaen
telltale	sarita a sarita
temperamental	managbaliw to riknana
temperamental	managpungtot
temperate	kalalamganna
temperate	natimbeng
temperature	kasasaad ti tiempo
temperature	napudot wenno nalamiis
temperature	pudot ti bahi
temper	rikna
temper	tenneben
temper	timbengen
tempest	bagyo
tempest	napigsa nga angin
tempestous	naangin
tempestous	nabagyo
temple of head	pispis
temple	simbaan
temple	templo
temptation	pannakasulisog
temptation	sulisog
tempt	sulisohen
tenant	kasamak
tenant	dumagus
tenant	makitalon
tend	agduyos
tender	naganus
tender	nalangto
tender	nalumoy
tender	ubing
ten	dhis
tend	tamingen
tenement	balay a paabangan
ten	gapulo
ten	sangapulo
tense	agsardeng
tense	iti tiempo
tenth	maika sangapulo
tent	tolda
terminate	anay
termination	pagpatinggaan
termination	ungto
termite	anay
termite	simut-simut
term	maysa a tiempo
term	panagsaad
term	sagudayen ti tulag
term	sao
terrible	nakaal-alinget
terrible	nakabutbuteng
territory	daga
territory	distrito
territory	sakup
terror	buteng
terse	ababa
terse	nabatad
testament	tulag
test	examen
testicles	agkapon
testicles	ukel-ukel
testify	agsaksi
testimony	pamaneknek
testimony	pammaneknek
testimony	saksi
test	padasen
test	suboken
test	suot
test	suoten
tether	igalut
tether	isab-it
tether	itali
text	anag
textile	luplupot
text	linaon
text	naguneg
thank	agyaman
thankful	managyaman
thankful	panagyaman
thankless	awanan iti panagyaman
thanks	adu na salamat
thanksgiving day	Aldaw ti panagyaman
thanks	yaman
than	ngemti
that	daydiay
that	dayta
that	tapno
theatre	pagbuyaan
theatre	teatro
theatrical	maipapan iti pagbuyaan
theatrical	managpabuya
them	kadukuada
themselves	kadakuada
thence	manipud sadiay
then	idi
then	no kasta
then	tapno
thereby	agsipud iti daytoy
thereby	gapu
thereby	iti daytoy
there	daydiay
there	diay
there	dita
therefore	no kasta ngarud
there	idiay
thereof	manipud iti daytoy a banag ditoy
there	sadiay
thereupon	iti daydiay
thereupon	iti dayto
these	dahitoy
the	ti
they	isuda
they	isu da
thick	makapal
thick	napalit
thick	napuskol
thick	napuskol
thick	napuskol / nabengbeng
thick	puskol
thief	mannanakaw
thier	kukuada
thigh	luppo
thimble	dadal
thing	banag
think	ahisipen
think	agpanunot
thinking	managpanunot
think	isipin
think	mag-isip
think	panunoten
thin	nakuttong
thin	naingpis
thin	nakuttong
thinner	pumapayat
third	maikatlo
third	maikatlo
thirst	waw
thirsty	mawaw
thirteen	sanagapulo ket talo
thirteenth	maikasangapulo ket talo
thirty	talo pulo
this	daytoy
thorn	siit
thorny	nasiit
thorough	naananay
thorough	nasapasap
those	dahidiay
though	nupay
thought	panunot
though	uray
thousand	sangaribu
thrash	satsatan
thread	sag-ot
thread	sinulid
threaten	butbutngen
threat	pangbutbuteng
three liters	salup
three	talo
three	tres
threshing machine	makina a pahirik
thresh	ireken
thrice	mamitlo
thrill	ganas
thrilling	makaay-ayo
thrilling	naganas
thrive	agbiag a nasayaat
throat	karabukob
throat	karabukob
throne	trono
throne	tugaw ti ari
throng	agummong
throng	ummong
through	manipud iti ruhi inggana iti ungto
throw	bato
throw	ibato
throw	ihahis
throw	ipuruak
throw	maghahis
throw	purwak
thrust	karuskos
thrust	duron
thrust	durudor
thrust	ikarasukus
thrust	ikarsong
thrust	idurom
thumb	pislen
thumb	tammudo
thumb	tangan
thunder	guruod
thunder	guruud
thunderous	makatitleng kas iti guruod
thunderous	nakabutbuteng
thursday	Juebes
thus	isut gapuna kastoy
thy	am (the latter is a suppix) kukuam
thy	dayta
tick	ampas
ticket	bilete
ticket	tikket
tickle	kikien
tickle	sairen
ticklish	makasair
ticklish	managuni
ticklish	nakaininaka
tick	ulmog
tick	uni ti pagorasan
tide	panagpangato wenno panagbaba ti danum ti baybay
tidy	naurnos
tie	korbata
tie	galot
tie	igalut
tie	itali
tie	magtali
tie	pungngen
tie	repetten
tie	reppet
tie	reppetem
tie	siglot
tiger	tigre
tight	naet-et
tight	nairut
tile	baldosa
tile	tisa
till	agsukay
till	inggana
till	sukayen
tilt	pahinnabakan
tilt	salip
tilt	biray
timber	dadakkel a kayo
timber	troso
timely	apahisu
timely	naitiempo
time	oras
time	panawen
timidity	panagbain
timid	mamagbabain
tin	lata
tinsmith	latero
tint	kolor
tint	langa
tint	maris
tiny	bassit
tiny	bassit unay
tip	ipakaamo
tip	murdong
tip	pasukib
tiptoe	til-ay
tire	bannohen
tired	napakil ti saka
tire	goma ti auto
tire	pilid
tiresome	makabannog
title	nagan
title	pangawag
title	titulo
toad	bayyek
toad	karag
toast	ituno
toast	kinirog
toast	kirohen
toast	tinuno
today	ita
today	ita nga adlaw
today	tat-ta
toe	ramay
toe	ramay ti seka
toes	ramay nga saka
together	agkuyog
toilet	kasilas
toilet	kasilyas
to	iti idiay
to	ken
token	pakalaglahipan
token	tanda
told	imbaga
tolerate	baybay-an
tolerate	palabsen
toleration	panangbay-a
toll	bayad
toll	bayadan
toll	buis
toll	ilahip
toll	lahip
tomato	kamatis
tomato	kamatis
tomb	tanem
tomorrow	inton bigat
tone	ayug
tone	ikkatan
tone	timek
tone	timplaen
tongue	dila
tongue-tide	agtabbed
tongue-tide	saan a makapagsarita
tonight	inton rabii
tonight	ita a rabii
ton	tonelada
tool	aruaten
tool	kasapulan
tool	ramit
too	met
toothbrush	sipilyo
toothbrush	suhihi
tooth	ngipen
topic	pagsasaritaan
top	ngato
top	rabaw
top	rimbawan
top	sunay
torch	silaw
torment	panagrigat
torment	parigaten
torment	rigat
torture	tuok
torturous	natuok
toss	ginnasanggasat
toss	ipalangatok
toss	ipangato
total	amin
total	dagup
to	tapno
touch	agsahid
touch	kalbit
touch	disol
touch	nakulbet
touch	nakired
touch	sahid
touch	sahiden
tough	nakulbet
tough	natangken
toughness	kinakulbet
toughness	kinakired
touser	pantalon
touser	sapin
toward	agturong idiay
towel	toala
tower	tore
town	ili
townmate	kalian
toy	abalbalay
toy	ay-ayam
trace	suroten
trace	uhed
trace	uhedan
track	dalan
trackless	awanan iti paligasinan
tract	bakud ti daga
tract	daga
trade	aglinnako
trade	agsinnukat
trademark	marka
trade	pagsapulan
trade	panaglinnako
trader	aglaklako ken aggatang
traditional	maipapan iti ugali
tradition	nakairuman
tradition	sigud nga ugali
traffic	panagdaliasat
tragedy	didigra
tragedy	nakabutbuteng wenno naliday a pasamak
tragic	nakaa-alinghet
trail	dana
trail	desdes
trail	suroten
trail	tuntonen
training	maistra
train	tren
traitor	mangliliput
traitorous	manangliput
traitor	traidor
tramp	agbatanggudaw
tramp	bayanggudaw
trample	irurumen
trample	payaten
tramsient	ti agyan iti mabiit iti maysa a disso
transferable	maipanaw
transferable	mayalis
transfer	panagalis
transfer	pannangted iti sabali
transfer	pumanaw
transfer	umalis
transfer	yaakar
transition	panagsukat
transitory	maipapan iti yaalis
transitory	panagbaliw
translate	bareng ah ma2loy ton insan..ada pay ngata mailaw-an haha
translate	yulog iti sabali a pagsasao
translation	naipatarus
translation	ti panangyulog iti sabali a pagsasao
transportation	sasakayan
transportation	transportasion
transport	pagluganan
transport	yalis
trap	kulongan ubong
trap	lakuben
trap	palab-ug
trap	siluan
travel	agbaniaga
travel	agpasiar
travel	diktionary ilokano tagalog
traveler	agbaniaga
traveler	biahero
traveling	agbambaniaga
travel	panagbaniaga
travel	pasyar
tread	lemma
tread	payaten
treasonable	maipapan iti panangliput
treason n.	panangliput
treason n.	traision
treasure	kinabaknang
treasurer	tesorero
treasury	agasan
treasury	taripatuen
treatment	panangagas
treatment	panangtaripato
treaty	tulag
treble	pamitluen
tree	alokon
tree	busbusilak
tree	kayo
